filename,width,height,class,xmin,ymin,xmax,ymax
set1_frame75.jpg,359,180,CSD,158,101,207,152
set1_frame77.jpg,359,180,CSD,158,101,208,152
set1_frame78.jpg,359,180,CSD,158,102,208,152
set1_frame79.jpg,359,180,CSD,158,102,208,152
set1_frame80.jpg,359,180,CSD,158,102,208,152
set1_frame82.jpg,359,180,CSD,158,101,209,152
set1_frame83.jpg,359,180,CSD,158,101,209,152
set1_frame84.jpg,359,180,CSD,158,100,209,152
set1_frame85.jpg,359,180,CSD,158,100,210,152
set1_frame87.jpg,359,180,CSD,158,99,211,152
set1_frame88.jpg,359,180,CSD,158,99,211,152
set1_frame89.jpg,359,180,CSD,158,99,211,152
set1_frame90.jpg,359,180,CSD,158,100,211,152
set1_frame92.jpg,359,180,CSD,158,101,212,152
set1_frame93.jpg,359,180,CSD,158,101,212,152
set1_frame94.jpg,359,180,CSD,158,101,211,152
set1_frame95.jpg,359,180,CSD,158,101,211,152
set1_frame97.jpg,359,180,CSD,158,101,211,152
set1_frame98.jpg,359,180,CSD,158,100,212,152
set1_frame99.jpg,359,180,CSD,159,100,212,152
set1_frame100.jpg,359,180,CSD,159,100,212,151
set1_frame102.jpg,359,180,CSD,158,99,214,151
set1_frame103.jpg,359,180,CSD,157,121,170,133
set1_frame103.jpg,359,180,CSD,170,99,215,151
set1_frame104.jpg,359,180,CSD,157,122,169,134
set1_frame104.jpg,359,180,CSD,171,99,216,151
set1_frame105.jpg,359,180,CSD,157,122,168,133
set1_frame105.jpg,359,180,CSD,171,98,216,150
set1_frame107.jpg,359,180,CSD,157,122,168,134
set1_frame107.jpg,359,180,CSD,171,98,216,150
set1_frame108.jpg,359,180,CSD,156,122,169,135
set1_frame108.jpg,359,180,CSD,171,98,216,150
set1_frame109.jpg,359,180,CSD,155,121,169,135
set1_frame109.jpg,359,180,CSD,171,98,216,143
set1_frame109.jpg,359,180,CSD,187,140,192,149
set1_frame110.jpg,359,180,CSD,155,121,169,135
set1_frame110.jpg,359,180,CSD,171,97,216,144
set1_frame110.jpg,359,180,CSD,187,141,191,149
set1_frame112.jpg,359,180,CSD,156,122,168,134
set1_frame112.jpg,359,180,CSD,171,97,216,144
set1_frame112.jpg,359,180,CSD,188,142,190,149
set1_frame113.jpg,359,180,CSD,156,123,167,134
set1_frame113.jpg,359,180,CSD,171,97,216,144
set1_frame113.jpg,359,180,CSD,188,142,191,150
set1_frame114.jpg,359,180,CSD,156,123,167,134
set1_frame114.jpg,359,180,CSD,171,97,216,144
set1_frame114.jpg,359,180,CSD,187,142,191,151
set1_frame115.jpg,359,180,CSD,156,123,166,135
set1_frame115.jpg,359,180,CSD,171,98,216,144
set1_frame115.jpg,359,180,CSD,187,142,191,151
set1_frame117.jpg,359,180,CSD,156,123,165,135
set1_frame117.jpg,359,180,CSD,172,98,216,144
set1_frame117.jpg,359,180,CSD,188,143,190,150
set1_frame118.jpg,359,180,CSD,157,125,163,133
set1_frame118.jpg,359,180,CSD,173,98,216,144
set1_frame119.jpg,359,180,CSD,158,126,162,132
set1_frame119.jpg,359,180,CSD,173,98,218,144
set1_frame120.jpg,359,180,CSD,173,98,218,144
set1_frame122.jpg,359,180,CSD,177,99,217,140
set1_frame123.jpg,359,180,CSD,179,100,216,138
set1_frame124.jpg,359,180,CSD,180,100,217,137
set1_frame125.jpg,359,180,CSD,178,99,218,138
set1_frame127.jpg,359,180,CSD,177,98,218,141
set1_frame128.jpg,359,180,CSD,177,98,218,143
set1_frame129.jpg,359,180,CSD,174,97,220,144
set1_frame130.jpg,359,180,CSD,174,96,219,144
set1_frame130.jpg,359,180,CSD,189,147,190,150
set1_frame132.jpg,359,180,CSD,173,96,220,145
set1_frame132.jpg,359,180,CSD,187,142,192,153
set1_frame133.jpg,359,180,CSD,173,96,220,145
set1_frame133.jpg,359,180,CSD,187,143,192,153
set1_frame134.jpg,359,180,CSD,173,96,220,145
set1_frame134.jpg,359,180,CSD,188,145,191,152
set1_frame135.jpg,359,180,CSD,173,96,220,145
set1_frame137.jpg,359,180,CSD,174,97,221,143
set1_frame138.jpg,359,180,CSD,176,99,221,139
set1_frame139.jpg,359,180,CSD,175,98,222,140
set1_frame140.jpg,359,180,CSD,175,99,221,139
set1_frame142.jpg,359,180,CSD,177,99,221,138
set1_frame143.jpg,359,180,CSD,179,100,220,137
set1_frame144.jpg,359,180,CSD,178,99,221,138
set1_frame145.jpg,359,180,CSD,177,99,222,140
set1_frame147.jpg,359,180,CSD,177,98,222,141
set1_frame148.jpg,359,180,CSD,177,98,222,140
set1_frame149.jpg,359,180,CSD,178,98,223,139
set1_frame150.jpg,359,180,CSD,178,98,223,138
set1_frame152.jpg,359,180,CSD,178,97,224,138
set1_frame153.jpg,359,180,CSD,178,97,224,138
set1_frame154.jpg,359,180,CSD,177,97,225,139
set1_frame155.jpg,359,180,CSD,176,96,225,140
set1_frame157.jpg,359,180,CSD,150,116,155,127
set1_frame157.jpg,359,180,CSD,173,95,227,145
set1_frame158.jpg,359,180,CSD,150,117,154,126
set1_frame158.jpg,359,180,CSD,172,95,228,145
set1_frame159.jpg,359,180,CSD,150,117,154,126
set1_frame159.jpg,359,180,CSD,172,95,228,145
set1_frame160.jpg,359,180,CSD,151,117,154,126
set1_frame160.jpg,359,180,CSD,172,95,229,146
set1_frame162.jpg,359,180,CSD,175,96,227,140
set1_frame163.jpg,359,180,CSD,185,96,226,137
set1_frame164.jpg,359,180,CSD,186,96,227,137
set1_frame165.jpg,359,180,CSD,186,104,188,110
set1_frame165.jpg,359,180,CSD,189,105,192,110
set1_frame165.jpg,359,180,CSD,193,95,227,137
set1_frame167.jpg,359,180,CSD,194,95,227,136
set1_frame168.jpg,359,180,CSD,194,95,228,136
set1_frame169.jpg,359,180,CSD,178,102,180,105
set1_frame169.jpg,359,180,CSD,194,94,229,138
set1_frame170.jpg,359,180,CSD,176,100,181,107
set1_frame170.jpg,359,180,CSD,194,94,229,139
set1_frame172.jpg,359,180,CSD,176,100,181,107
set1_frame172.jpg,359,180,CSD,194,93,230,140
set1_frame173.jpg,359,180,CSD,176,100,181,107
set1_frame173.jpg,359,180,CSD,195,93,230,140
set1_frame174.jpg,359,180,CSD,176,100,181,107
set1_frame174.jpg,359,180,CSD,196,93,230,140
set1_frame175.jpg,359,180,CSD,178,102,179,105
set1_frame175.jpg,359,180,CSD,197,93,230,138
set1_frame177.jpg,359,180,CSD,198,94,228,135
set1_frame178.jpg,359,180,CSD,198,95,228,135
set1_frame179.jpg,359,180,CSD,197,94,230,136
set1_frame180.jpg,359,180,CSD,175,100,183,108
set1_frame180.jpg,359,180,CSD,194,93,232,139
set1_frame182.jpg,359,180,CSD,176,100,183,107
set1_frame182.jpg,359,180,CSD,187,104,188,105
set1_frame182.jpg,359,180,CSD,194,93,232,139
set1_frame183.jpg,359,180,CSD,196,94,230,136
set1_frame184.jpg,359,180,CSD,196,94,230,136
set1_frame185.jpg,359,180,CSD,196,94,230,135
set1_frame187.jpg,359,180,CSD,196,94,229,135
set1_frame188.jpg,359,180,CSD,195,94,230,135
set1_frame189.jpg,359,180,CSD,196,94,230,135
set1_frame190.jpg,359,180,CSD,196,94,230,135
set1_frame192.jpg,359,180,CSD,196,94,230,136
set1_frame193.jpg,359,180,CSD,196,94,232,136
set1_frame194.jpg,359,180,CSD,196,94,233,137
set1_frame195.jpg,359,180,CSD,197,93,234,138
set1_frame197.jpg,359,180,CSD,198,93,233,137
set1_frame198.jpg,359,180,CSD,199,93,233,137
set1_frame199.jpg,359,180,CSD,199,94,232,136
set1_frame200.jpg,359,180,CSD,199,94,231,135
set1_frame202.jpg,359,180,CSD,199,94,231,136
set1_frame203.jpg,359,180,CSD,199,94,231,136
set1_frame204.jpg,359,180,CSD,200,94,232,136
set1_frame205.jpg,359,180,CSD,200,93,233,137
set1_frame207.jpg,359,180,CSD,200,93,235,139
set1_frame208.jpg,359,180,CSD,200,93,235,139
set1_frame209.jpg,359,180,CSD,200,93,236,139
set1_frame210.jpg,359,180,CSD,200,93,237,139
set1_frame212.jpg,359,180,CSD,200,92,238,139
set1_frame213.jpg,359,180,CSD,200,92,238,138
set1_frame214.jpg,359,180,CSD,200,91,237,138
set1_frame215.jpg,359,180,CSD,200,91,238,138
set1_frame217.jpg,359,180,CSD,201,90,238,137
set1_frame218.jpg,359,180,CSD,201,90,238,137
set1_frame219.jpg,359,180,CSD,201,89,238,137
set1_frame220.jpg,359,180,CSD,202,89,238,137
set1_frame222.jpg,359,180,CSD,202,89,239,137
set1_frame223.jpg,359,180,CSD,202,89,239,138
set1_frame224.jpg,359,180,CSD,142,113,144,118
set1_frame224.jpg,359,180,CSD,202,88,239,139
set1_frame225.jpg,359,180,CSD,140,111,147,120
set1_frame225.jpg,359,180,CSD,202,88,240,139
set1_frame227.jpg,359,180,CSD,141,111,147,119
set1_frame227.jpg,359,180,CSD,203,89,240,138
set1_frame228.jpg,359,180,CSD,141,112,144,118
set1_frame228.jpg,359,180,CSD,204,89,240,136
set1_frame229.jpg,359,180,CSD,205,90,240,134
set1_frame230.jpg,359,180,CSD,206,92,239,131
set1_frame232.jpg,359,180,CSD,214,100,226,116
set1_frame2.jpg,359,180,Artifact,285,96,288,99
set1_frame2.jpg,359,180,Artifact,325,96,336,115
set1_frame3.jpg,359,180,Artifact,285,95,289,101
set1_frame3.jpg,359,180,Artifact,326,96,337,115
set1_frame4.jpg,359,180,Artifact,328,99,337,115
set1_frame5.jpg,359,180,Artifact,330,102,336,115
set1_frame7.jpg,359,180,Artifact,331,102,336,115
set1_frame8.jpg,359,180,Artifact,329,99,337,115
set1_frame9.jpg,359,180,Artifact,328,96,340,113
set1_frame10.jpg,359,180,Artifact,327,95,342,112
set1_frame12.jpg,359,180,Artifact,327,93,340,109
set1_frame13.jpg,359,180,Artifact,327,92,338,108
set1_frame14.jpg,359,180,Artifact,327,93,336,107
set1_frame15.jpg,359,180,Artifact,329,96,335,104
set1_frame23.jpg,359,180,Artifact,334,102,339,109
set1_frame24.jpg,359,180,Artifact,332,100,341,111
set1_frame25.jpg,359,180,Artifact,331,100,341,113
set1_frame27.jpg,359,180,Artifact,331,107,339,116
set1_frame27.jpg,359,180,Artifact,358,99,360,111
set1_frame28.jpg,359,180,Artifact,331,108,338,118
set1_frame28.jpg,359,180,Artifact,358,99,360,112
set1_frame29.jpg,359,180,Artifact,331,107,338,119
set1_frame29.jpg,359,180,Artifact,358,100,360,111
set1_frame30.jpg,359,180,Artifact,332,107,339,120
set1_frame52.jpg,359,180,Artifact,295,106,297,118
set1_frame55.jpg,359,180,Artifact,359,105,360,107
set1_frame57.jpg,359,180,Artifact,358,100,360,111
set1_frame58.jpg,359,180,Artifact,358,100,360,110
set1_frame59.jpg,359,180,Artifact,359,100,360,109
set1_frame60.jpg,359,180,Artifact,358,99,360,108
set1_frame62.jpg,359,180,Artifact,359,101,360,107
set1_frame77.jpg,359,180,Artifact,327,112,334,125
set1_frame78.jpg,359,180,Artifact,326,111,334,125
set1_frame79.jpg,359,180,Artifact,326,113,332,122
set1_frame85.jpg,359,180,Artifact,321,97,324,104
set1_frame90.jpg,359,180,Artifact,327,107,333,117
set1_frame92.jpg,359,180,Artifact,279,100,289,111
set1_frame92.jpg,359,180,Artifact,323,101,334,121
set1_frame93.jpg,359,180,Artifact,279,100,287,111
set1_frame93.jpg,359,180,Artifact,322,101,334,120
set1_frame94.jpg,359,180,Artifact,279,101,286,111
set1_frame94.jpg,359,180,Artifact,322,102,334,117
set1_frame95.jpg,359,180,Artifact,280,102,285,110
set1_frame95.jpg,359,180,Artifact,327,101,334,110
set1_frame97.jpg,359,180,Artifact,328,100,334,107
set1_frame98.jpg,359,180,Artifact,332,103,334,105
set1_frame100.jpg,359,180,Artifact,335,103,336,105
set1_frame100.jpg,359,180,Artifact,338,103,340,106
set1_frame102.jpg,359,180,Artifact,287,100,298,117
set1_frame102.jpg,359,180,Artifact,342,104,343,105
set1_frame102.jpg,359,180,Artifact,344,98,350,110
set1_frame103.jpg,359,180,Artifact,287,96,299,118
set1_frame103.jpg,359,180,Artifact,345,98,350,109
set1_frame104.jpg,359,180,Artifact,287,95,299,118
set1_frame105.jpg,359,180,Artifact,288,95,299,117
set1_frame107.jpg,359,180,Artifact,290,101,296,111
set1_frame107.jpg,359,180,Artifact,319,103,325,117
set1_frame108.jpg,359,180,Artifact,317,101,325,118
set1_frame109.jpg,359,180,Artifact,317,102,324,118
set1_frame122.jpg,359,180,Artifact,292,102,296,109
set1_frame122.jpg,359,180,Artifact,357,121,360,134
set1_frame123.jpg,359,180,Artifact,292,103,296,110
set1_frame123.jpg,359,180,Artifact,356,120,360,136
set1_frame124.jpg,359,180,Artifact,292,103,297,110
set1_frame124.jpg,359,180,Artifact,356,120,360,136
set1_frame125.jpg,359,180,Artifact,293,102,297,111
set1_frame125.jpg,359,180,Artifact,357,120,360,135
set1_frame129.jpg,359,180,Artifact,328,99,332,104
set1_frame129.jpg,359,180,Artifact,359,124,360,131
set1_frame130.jpg,359,180,Artifact,328,100,332,103
set1_frame135.jpg,359,180,Artifact,322,101,327,110
set1_frame137.jpg,359,180,Artifact,288,106,291,109
set1_frame137.jpg,359,180,Artifact,323,104,325,107
set1_frame145.jpg,359,180,Artifact,359,126,360,130
set1_frame147.jpg,359,180,Artifact,357,120,360,136
set1_frame148.jpg,359,180,Artifact,357,120,360,136
set1_frame149.jpg,359,180,Artifact,358,122,360,135
set1_frame150.jpg,359,180,Artifact,358,123,360,133
set1_frame159.jpg,359,180,Artifact,356,121,360,136
set1_frame160.jpg,359,180,Artifact,355,120,360,139
set1_frame162.jpg,359,180,Artifact,355,120,360,139
set1_frame163.jpg,359,180,Artifact,356,120,360,138
set1_frame164.jpg,359,180,Artifact,356,120,360,137
set1_frame165.jpg,359,180,Artifact,356,120,360,137
set1_frame167.jpg,359,180,Artifact,359,125,360,132
set1_frame207.jpg,359,180,Artifact,359,125,360,132
set1_frame213.jpg,359,180,Artifact,359,125,360,131
set1_frame214.jpg,359,180,Artifact,358,123,360,132
set1_frame215.jpg,359,180,Artifact,358,123,360,133
set1_frame217.jpg,359,180,Artifact,357,121,360,137
set1_frame218.jpg,359,180,Artifact,356,120,360,138
set1_frame219.jpg,359,180,Artifact,356,120,360,137
set1_frame220.jpg,359,180,Artifact,358,122,360,135
set1_frame227.jpg,359,180,Artifact,327,113,334,121
set1_frame228.jpg,359,180,Artifact,328,113,333,121
set1_frame229.jpg,359,180,Artifact,328,111,333,118
set1_frame230.jpg,359,180,Artifact,326,109,333,117
set1_frame232.jpg,359,180,Artifact,359,126,360,133
set1_frame233.jpg,359,180,Artifact,358,123,360,135
set1_frame234.jpg,359,180,Artifact,357,122,360,136
set1_frame235.jpg,359,180,Artifact,357,121,360,136
set1_frame237.jpg,359,180,Artifact,358,122,360,135
set1_frame238.jpg,359,180,Artifact,358,123,360,134
set1_frame239.jpg,359,180,Artifact,359,125,360,132
set1_frame240.jpg,359,180,Artifact,359,126,360,132
set1_frame242.jpg,359,180,Artifact,359,125,360,133
set1_frame244.jpg,359,180,Artifact,333,99,336,105
set1_frame245.jpg,359,180,Artifact,331,96,339,107
set1_frame257.jpg,359,180,Artifact,311,105,319,118
set1_frame258.jpg,359,180,Artifact,309,103,320,120
set1_frame259.jpg,359,180,Artifact,308,103,320,120
set1_frame260.jpg,359,180,Artifact,309,104,319,119
set1_frame262.jpg,359,180,Artifact,357,120,360,137
set1_frame263.jpg,359,180,Artifact,357,121,360,137
set1_frame264.jpg,359,180,Artifact,357,121,360,137
set1_frame265.jpg,359,180,Artifact,357,121,360,137
set1_frame267.jpg,359,180,Artifact,358,123,360,136
set1_frame268.jpg,359,180,Artifact,359,126,360,133
set1_frame283.jpg,359,180,Artifact,347,103,349,106
set1_frame287.jpg,359,180,Artifact,356,98,360,112
set1_frame288.jpg,359,180,Artifact,355,96,360,112
set1_frame289.jpg,359,180,Artifact,299,122,302,128
set1_frame289.jpg,359,180,Artifact,355,96,360,113
set1_frame290.jpg,359,180,Artifact,298,121,303,128
set1_frame290.jpg,359,180,Artifact,355,96,360,113
set1_frame292.jpg,359,180,Artifact,357,98,360,111
set1_frame293.jpg,359,180,Artifact,359,101,360,109
set1_frame300.jpg,359,180,Artifact,359,103,360,107
set1_frame302.jpg,359,180,Artifact,359,102,360,108
set1_frame304.jpg,359,180,Artifact,359,129,360,131
set1_frame309.jpg,359,180,Artifact,289,99,294,104
set1_frame309.jpg,359,180,Artifact,357,122,360,137
set1_frame310.jpg,359,180,Artifact,288,97,296,108
set1_frame310.jpg,359,180,Artifact,355,118,360,139
set1_frame312.jpg,359,180,Artifact,291,98,297,106
set1_frame312.jpg,359,180,Artifact,355,116,360,141
set1_frame313.jpg,359,180,Artifact,355,116,360,140
set1_frame314.jpg,359,180,Artifact,356,117,360,139
set1_frame315.jpg,359,180,Artifact,356,118,360,138
set1_frame317.jpg,359,180,Artifact,283,99,291,110
set1_frame317.jpg,359,180,Artifact,357,119,360,137
set1_frame318.jpg,359,180,Artifact,285,101,289,107
set1_frame318.jpg,359,180,Artifact,358,99,360,111
set1_frame318.jpg,359,180,Artifact,358,123,360,134
set1_frame319.jpg,359,180,Artifact,356,97,360,115
set1_frame320.jpg,359,180,Artifact,356,97,360,115
set1_frame322.jpg,359,180,Artifact,358,101,360,110
set1_frame323.jpg,359,180,Artifact,359,125,360,131
set1_frame324.jpg,359,180,Artifact,357,121,360,134
set1_frame325.jpg,359,180,Artifact,357,122,360,135
set1_frame327.jpg,359,180,Artifact,358,124,360,134
set1_frame328.jpg,359,180,Artifact,359,125,360,133
set1_frame335.jpg,359,180,Artifact,333,104,334,108
set1_frame335.jpg,359,180,Artifact,335,105,336,106
set1_frame343.jpg,359,180,Artifact,343,105,345,116
set1_frame344.jpg,359,180,Artifact,342,104,345,117
set1_frame344.jpg,359,180,Artifact,359,103,360,109
set1_frame344.jpg,359,180,Artifact,359,127,360,129
set1_frame345.jpg,359,180,Artifact,343,104,344,113
set1_frame345.jpg,359,180,Artifact,356,113,360,137
set1_frame345.jpg,359,180,Artifact,358,101,360,110
set1_frame347.jpg,359,180,Artifact,354,113,360,140
set1_frame347.jpg,359,180,Artifact,359,101,360,109
set1_frame348.jpg,359,180,Artifact,339,115,340,116
set1_frame348.jpg,359,180,Artifact,354,113,360,141
set1_frame348.jpg,359,180,Artifact,359,102,360,107
set1_frame349.jpg,359,180,Artifact,337,113,340,119
set1_frame349.jpg,359,180,Artifact,354,113,360,140
set1_frame349.jpg,359,180,Artifact,359,105,360,106
set1_frame350.jpg,359,180,Artifact,355,114,360,139
set1_frame352.jpg,359,180,Artifact,357,120,360,137
set1_frame353.jpg,359,180,Artifact,358,122,360,136
set1_frame354.jpg,359,180,Artifact,358,124,360,134
set1_frame364.jpg,359,180,Artifact,238,118,241,122
set1_frame365.jpg,359,180,Artifact,238,118,241,121
set1_frame367.jpg,359,180,Artifact,278,102,287,112
set1_frame368.jpg,359,180,Artifact,278,101,287,112
set1_frame369.jpg,359,180,Artifact,280,100,287,111
set1_frame370.jpg,359,180,Artifact,282,102,286,108
set1_frame372.jpg,359,180,Artifact,323,112,326,118
set1_frame372.jpg,359,180,Artifact,327,114,333,121
set1_frame373.jpg,359,180,Artifact,321,109,326,117
set1_frame373.jpg,359,180,Artifact,327,115,328,119
set1_frame373.jpg,359,180,Artifact,329,118,330,120
set1_frame374.jpg,359,180,Artifact,283,98,288,106
set1_frame374.jpg,359,180,Artifact,321,108,325,114
set1_frame375.jpg,359,180,Artifact,282,96,288,107
set1_frame375.jpg,359,180,Artifact,323,105,324,106
set1_frame375.jpg,359,180,Artifact,323,108,324,110
set1_frame377.jpg,359,180,Artifact,282,97,286,104
set1_frame377.jpg,359,180,Artifact,321,95,325,101
set1_frame382.jpg,359,180,Artifact,277,102,279,108
set1_frame382.jpg,359,180,Artifact,359,103,360,106
set1_frame383.jpg,359,180,Artifact,359,100,360,108
set1_frame384.jpg,359,180,Artifact,358,99,360,109
set1_frame385.jpg,359,180,Artifact,313,99,321,109
set1_frame385.jpg,359,180,Artifact,358,100,360,109
set1_frame387.jpg,359,180,Artifact,313,98,326,113
set1_frame388.jpg,359,180,Artifact,258,99,264,106
set1_frame388.jpg,359,180,Artifact,280,106,288,119
set1_frame388.jpg,359,180,Artifact,314,97,327,115
set1_frame389.jpg,359,180,Artifact,258,97,265,108
set1_frame389.jpg,359,180,Artifact,281,106,288,119
set1_frame389.jpg,359,180,Artifact,314,96,329,116
set1_frame390.jpg,359,180,Artifact,258,98,265,108
set1_frame390.jpg,359,180,Artifact,282,108,288,117
set1_frame390.jpg,359,180,Artifact,315,98,329,116
set1_frame392.jpg,359,180,Artifact,357,120,360,137
set1_frame393.jpg,359,180,Artifact,356,119,360,138
set1_frame394.jpg,359,180,Artifact,356,119,360,139
set1_frame395.jpg,359,180,Artifact,356,119,360,138
set1_frame397.jpg,359,180,Artifact,358,124,360,134
set1_frame402.jpg,359,180,Artifact,343,123,349,131
set1_frame403.jpg,359,180,Artifact,311,115,313,117
set1_frame403.jpg,359,180,Artifact,342,123,349,133
set1_frame403.jpg,359,180,Artifact,359,101,360,110
set1_frame404.jpg,359,180,Artifact,311,115,314,118
set1_frame404.jpg,359,180,Artifact,342,123,350,135
set1_frame404.jpg,359,180,Artifact,358,100,360,111
set1_frame405.jpg,359,180,Artifact,341,122,350,137
set1_frame405.jpg,359,180,Artifact,359,103,360,109
set1_frame407.jpg,359,180,Artifact,314,105,323,117
set1_frame407.jpg,359,180,Artifact,341,121,350,138
set1_frame408.jpg,359,180,Artifact,246,116,247,118
set1_frame408.jpg,359,180,Artifact,313,102,325,120
set1_frame408.jpg,359,180,Artifact,341,123,350,137
set1_frame409.jpg,359,180,Artifact,243,113,250,121
set1_frame409.jpg,359,180,Artifact,313,102,326,121
set1_frame409.jpg,359,180,Artifact,342,125,349,137
set1_frame410.jpg,359,180,Artifact,243,113,250,121
set1_frame410.jpg,359,180,Artifact,314,103,326,120
set1_frame410.jpg,359,180,Artifact,343,129,347,136
set1_frame412.jpg,359,180,Artifact,246,117,247,118
set1_frame412.jpg,359,180,Artifact,318,100,339,117
set1_frame413.jpg,359,180,Artifact,320,99,337,118
set1_frame414.jpg,359,180,Artifact,298,109,300,112
set1_frame414.jpg,359,180,Artifact,324,101,334,117
set1_frame414.jpg,359,180,Artifact,359,123,360,131
set1_frame415.jpg,359,180,Artifact,358,122,360,133
set1_frame417.jpg,359,180,Artifact,357,118,360,134
set1_frame417.jpg,359,180,Artifact,359,102,360,109
set1_frame418.jpg,359,180,Artifact,357,116,360,135
set1_frame419.jpg,359,180,Artifact,326,123,332,131
set1_frame419.jpg,359,180,Artifact,356,116,360,137
set1_frame420.jpg,359,180,Artifact,326,124,333,134
set1_frame420.jpg,359,180,Artifact,355,117,360,138
set1_frame422.jpg,359,180,Artifact,357,121,360,136
set1_frame423.jpg,359,180,Artifact,359,123,360,131
set1_frame424.jpg,359,180,Artifact,359,125,360,128
set1_frame425.jpg,359,180,Artifact,358,122,360,132
set1_frame427.jpg,359,180,Artifact,343,128,347,137
set1_frame427.jpg,359,180,Artifact,357,121,360,135
set1_frame428.jpg,359,180,Artifact,320,101,322,106
set1_frame428.jpg,359,180,Artifact,343,126,347,137
set1_frame428.jpg,359,180,Artifact,358,122,360,132
set1_frame429.jpg,359,180,Artifact,318,99,324,108
set1_frame429.jpg,359,180,Artifact,342,124,348,136
set1_frame430.jpg,359,180,Artifact,318,99,324,108
set1_frame430.jpg,359,180,Artifact,341,121,349,137
set1_frame432.jpg,359,180,Artifact,283,102,289,112
set1_frame432.jpg,359,180,Artifact,319,99,326,108
set1_frame432.jpg,359,180,Artifact,340,125,348,137
set1_frame433.jpg,359,180,Artifact,283,98,293,113
set1_frame433.jpg,359,180,Artifact,319,98,327,111
set1_frame433.jpg,359,180,Artifact,341,129,345,136
set1_frame434.jpg,359,180,Artifact,284,95,301,114
set1_frame434.jpg,359,180,Artifact,319,99,328,112
set1_frame435.jpg,359,180,Artifact,284,95,303,116
set1_frame435.jpg,359,180,Artifact,321,100,329,112
set1_frame437.jpg,359,180,Artifact,284,95,304,116
set1_frame438.jpg,359,180,Artifact,291,97,303,108
set1_frame439.jpg,359,180,Artifact,325,113,327,119
set1_frame440.jpg,359,180,Artifact,306,106,311,108
set1_frame440.jpg,359,180,Artifact,318,108,319,109
set1_frame440.jpg,359,180,Artifact,322,106,327,117
set1_frame442.jpg,359,180,Artifact,316,101,327,114
set1_frame442.jpg,359,180,Artifact,357,121,360,136
set1_frame443.jpg,359,180,Artifact,320,102,326,111
set1_frame443.jpg,359,180,Artifact,355,118,360,139
